"","city","state","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145"
"1848","Livoniacity","MI",163,49000,9,100850,2.81,0.26,98.04,1.34,1.34,12.32,23.17,11,11.69,100850,100,48645,81.97,0.53,63.54,27.61,2.55,21.45,53523,19145,19172,14107,31495,16220,21956,22473,2578,2.59,4.73,15.33,23.79,4.5,64.22,24.65,22.88,10.52,32.18,5.6,26.63,7.7,6.69,3.15,87.78,85.96,95.96,87.36,58.97,66.93,375,0.47,6880,4.69,7.6,11.32,14.01,0.32,0.52,0.77,0.96,91.31,1,3.95,3.19,2.77,2.87,1.99,92.04,1.07,18.11,3,725,98.02,88.93,1.1,24.41,1962,0.45,0.06,77600,94800,123900,46300,390,531,623,233,606,26.7,17.7,12.5,0,0,6.82,76.3,65.28,90.06,96.11,2725.1,0.73,8.84,115755,1,0.99,NA,NA,82,81.21,148,146.57,622,615.99,2686,2660.06,444,439.71,NA,NA,NA,NA,147,145.58,134,132.71,57908,57348.8,393.9,145.6,98.04,100,0,0,0,0,13,8,54.4,37,94,11688362,91.16,0
"1874","Lakewoodcity","CO",NA,NA,9,126481,2.45,1.04,93.15,1.93,9.1,12.26,26.6,12.44,9.4,126481,100,34054,84.84,1.01,50.72,18.37,3.42,14.81,40231,16726,17061,12238,15745,11833,11452,11390,9348,7.6,3.03,11.82,29.63,4.78,70.2,11.25,23.23,9.13,32.22,12.52,29.1,17.24,14.97,2.92,71.09,69.33,78.97,74.14,71.41,77.61,1519,1.73,5143,10.25,15.77,26.07,32.43,0.42,0.64,1.06,1.32,92.84,0.89,3.22,2.14,2.38,2.54,2.13,64.6,1.97,47.08,3,4021,92.78,60.5,0.7,22.33,1970,2.4,0.1,77200,91400,111800,34600,336,407,495,159,465,24.5,21.3,11.9,69,0,4.07,44.46,49.04,71.05,87.33,2992.1,3.66,3.14,103866,6,4.65,31,24,174,134.71,427,330.58,1256,972.38,5355,4145.8,615,476.13,73,56.52,493.93,5650.82,191,147.87,183,141.68,124324,96250.6,650.9,147.9,97.33,95.81,1.05,2.62,0.52,4.19,6,9,113.4,42.3,71,13416054,95.81,5
"1875","Miamicity","FL",NA,NA,9,358548,2.75,27.39,65.64,0.63,62.46,12.16,24.63,11.87,14.8,358548,100,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,6494,11615,6752,8705,109594,31.17,30.89,52.37,12.79,11.02,53.19,14.37,18.31,19.42,17.35,15.22,36.73,18.49,16.93,3.3,52.46,42.21,54.24,56.78,57.24,63.53,33871,13.06,214128,16.93,26.03,33.06,48.59,10.11,15.55,19.74,29.02,26.73,34.27,11.24,7.37,2.7,2.86,2.61,35.11,26.86,82.86,1,14298,90.11,33.09,9.76,31.22,1962,9.93,1.44,60000,79200,101000,41000,255,346,438,183,404,32.7,24.3,13.2,896,268,59.72,24.12,45.67,80.02,81.34,9728.3,13.15,5.41,485431.41,127,33.53,204,53.87,7082,1869.98,7089,1871.83,12277,3241.71,31871,8415.45,11178,2951.52,267,70.5,3829.21,14679.18,2479,654.57,1583,417.99,1951235,515218.41,787.1,654.6,99.59,59.13,14.91,25.51,0.04,40.47,134,13,166.4,36.9,1225,183842560,63.86,5
"1884","Albuquerquecity","NM",NA,NA,9,384736,2.5,2.98,78.24,1.73,34.49,13.56,27.85,13.36,10.14,384736,100,27555,80.22,0.77,43.39,22.13,5.48,16.84,33746,14013,15391,9850,8271,11630,8622,9315,52903,13.98,5.9,16.09,28.43,6.32,63.87,9.39,29.25,9.07,32.27,12.19,31.85,16.37,14.37,3.05,68.56,66.04,76.7,72.57,62.1,70.24,10309,3.69,21310,12.37,21.28,30.85,42.41,0.68,1.18,1.71,2.35,74.7,2.62,4.5,2.94,2.46,2.66,2.2,61.91,4.91,50.61,2,13052,92.18,57.33,2.06,19.49,1971,6.53,0.27,67000,85900,112100,45100,280,353,443,163,402,27.3,22.1,12.2,258,112,5.54,45.11,45.25,75.35,81.89,2809,2.01,7.51,15260.4,50,11.91,259,61.71,1552,369.78,4835,1151.97,8199,1953.47,20552,4896.67,3578,852.49,231,55.04,1595.37,7757.66,213,50.75,190,45.27,178342,42491.3,837.3,50.7,97.34,60.09,4.23,34.27,0,37.09,16,10,125.1,137,208,6405011,89.2,5
"1897","Plainfieldcity","NJ",39,59190,9,46567,3.07,65.65,26.5,1.06,15.02,14.15,29.29,14.33,8.68,46567,100,38463,82.99,0.17,30.78,21.76,9.13,11.85,42238,14742,19070,13496,13027,15418,9673,9252,5604,12.22,10.75,28.56,18.88,8.65,66.65,21.49,23.55,22.05,21.92,10.45,41.87,14.86,12.79,3.49,56.66,47.74,66.46,57.5,73.85,79.1,4120,12.27,7011,22.28,40.08,50.08,58.66,3.35,6.03,7.54,8.83,81.35,6.18,12.9,9.47,3.02,3.23,2.8,54.49,10.44,49.08,3,917,94.29,50.98,5.56,39.48,1948,7.43,0.68,107800,141400,174800,67000,443,558,658,215,627,27,25,15.2,4,16,15.06,50.04,56.58,79.36,88.3,7442.1,7.17,6.35,180159.59,9,19.99,28,62.19,377,837.31,296,657.41,924,2052.19,1609,3573.57,424,941.7,16,35.54,1576.9,6603,126,279.84,115,255.41,54562,121181.6,433,279.8,70.15,56.35,34.13,8.73,0.79,38.89,8,6,80.2,6.3,47,8111687,91.27,0
"1912","Sunnyvalecity","CA",NA,NA,9,117229,2.43,3.43,71.63,19.33,13.17,10.1,28.52,12.03,9.53,117229,100,46403,86.53,0.68,54.52,18.06,4.71,13.6,53081,22309,24304,17869,15875,18457,12448,13631,5461,4.69,4.68,12.91,37.06,3.96,72.41,40.18,17.11,8.47,40.52,11.09,36.38,15.21,13.13,3,74.78,71.96,88.06,76.12,63.33,69.94,1741,2.35,26394,19.26,31.01,42.47,53.56,4.34,6.98,9.56,12.06,72.86,4.55,5.4,3.35,2.42,2.56,2.28,51.74,8.4,59.72,2,2493,95.09,48.9,0.24,9.39,1967,0.82,0.29,259000,332700,407600,148600,624,728,905,281,784,25.3,22.6,10.9,0,0,22.51,38.84,44.71,72.49,83.33,5167.9,2.58,3.48,99963.2,3,2.5,21,17.47,106,88.2,170,141.45,604,502.56,3566,2967.09,519,431.83,49,40.77,249.62,3942.26,115,95.69,95,79.04,66689,55488.6,579.9,95.7,79.41,92.17,3.48,2.61,1.74,7.83,4,11,348.8,22.7,55,12014074,82.61,10
"1913","Ocalacity","FL",NA,NA,9,42045,2.42,23.79,74.89,0.63,2.17,12.66,23.73,11.67,18.68,42045,100,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,13914,18751,9671,13465,8116,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,13.2,26.69,16.4,14.96,2.94,58.65,51.67,61.82,57.96,53.82,65.43,2282,6.17,1138,5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,2085,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,45300,190,294,387,197,392,26.4,21.5,12.6,39,0,2.71,44.47,46.16,73.34,83.65,1406.2,0.14,8.4,125999.3,4,7.4,53,98.08,312,577.38,508,940.1,1143,2115.22,4197,7766.9,249,460.8,25,46.26,1622.96,10389.18,119,220.22,115,212.82,73098,135274,614.3,220.2,89.18,85.71,14.29,0,0,14.29,10,11,150.8,29.9,109,6808625,96.64,0
"1915","Scottsdalecity","AZ",NA,NA,9,130069,2.26,0.76,96.02,1.23,4.77,10.51,23.46,10.82,14.84,125638,96.59,39037,76.21,0.81,52.96,27.53,2.55,16.11,48202,23482,23876,18996,9044,18708,9802,12176,7583,5.89,2.69,9.18,34.51,4.4,64.1,12.2,23.04,5.64,37.47,10.54,27.85,15.86,13.38,2.79,75.59,74.32,87.24,75.05,60.43,65.92,970,1.02,8174,11.18,19.07,26.55,31.29,0.7,1.2,1.67,1.97,91.55,0.96,2.64,1.66,2.24,2.39,1.97,68.4,1.45,48.82,3,11445,83.42,64.14,0.08,23.68,1977,1.24,0.12,84800,115200,174600,89800,433,525,644,211,597,27.4,23,11.7,0,0,6.28,17.1,41.15,70.8,72.76,681,1.1,5.2,95905.1,3,1.9,29,18.38,131,83.02,234,148.3,1609,1019.72,5362,3398.23,961,609.05,23,14.58,251.6,5041.57,173,109.64,166,105.2,82475,52269.5,476.7,109.6,97.76,98.27,0,1.16,0.58,1.73,9,8,147.1,191,105,15132676,95.95,10
"1917","Midlandcity","TX",NA,NA,9,89443,2.7,9.14,79.81,0.96,21.31,13.53,25.47,11.35,8.51,89443,100,31544,81.25,1.72,42.65,21.41,4.67,10.5,37061,16201,18493,6679,13084,20716,5854,6054,12774,14.42,9.41,21.7,28.99,6.24,64.18,5.12,22,8.41,32.73,9.81,22.43,13.87,11.95,3.24,77.58,73.8,85.31,77.22,56.13,64.03,1691,2.49,5666,13.33,19.26,27.82,43.63,0.84,1.22,1.76,2.76,79.29,4.04,5.85,4.21,2.67,2.86,2.37,66.76,6.17,44.47,3,5284,86.26,62.49,4.14,35.75,1972,8.02,0.4,39100,62300,90800,51700,214,285,388,174,368,22.6,20.1,12.8,60,6,6.33,67.66,44.82,75.44,91.46,1311.3,0.11,2.61,80755.7,6,6.12,83,84.72,91,92.88,268,273.54,1126,1149.3,3485,3557.1,339,346.01,26,26.54,457.27,5078.95,153,156.17,131,133.71,60281,61528.2,394,156.2,95.49,84.31,2.61,13.07,0,15.69,4,8,57.2,68.2,164,7911877,85.62,0
"1940","Huntsvillecity","AL",NA,NA,9,159789,2.53,24.42,72.64,2.15,1.24,14.49,29.51,14.93,9.16,158829,99.35,32295,82.73,1,44.7,19.74,4.66,18.6,39961,16204,18910,8293,11032,15355,15978,13911,18093,11.63,6.44,17.99,33.33,5.51,64.97,19.12,25.02,8.51,39.02,10.06,31.1,13.84,12.02,3.02,72.62,68.35,82.27,72.41,61.46,69.35,4028,3.51,6216,17.33,26.03,37.64,43.18,0.67,1.01,1.46,1.68,94.33,0.7,3.68,2.56,2.46,2.64,2.21,63.99,2.74,41,3,4769,92.97,59.76,1.36,21.74,1968,4.74,0.25,58000,78200,109200,51200,258,329,412,154,405,23.3,16.4,11.7,296,39,3.89,54.34,49.73,76.06,82.45,938.2,0.06,4.96,90602.3,18,11.14,82,50.74,320,198,1751,1083.43,2571,1590.8,10002,6188.71,950,587.81,61,37.74,1343.3,8405.06,282,174.49,275,170.16,102385,63350.4,363.1,174.5,78.31,93.97,5.32,0.35,0,5.67,14,8,86.2,170.3,242,14642871,97.52,5
"1941","Waterloocity","IA",13,94597,9,66467,2.46,12.14,86.63,0.68,0.8,13.45,24.52,11.73,14.03,66467,100,23578,69.27,1.26,42.93,32.71,10.51,21.02,29798,12475,13206,7173,3526,21103,4905,6414,11067,16.9,8.29,22.09,14.09,7.22,56.41,22.28,24.51,16.71,22.63,10.28,26.83,12.72,11.6,3,67.88,64.89,70.11,73.75,64.41,70.39,2348,4,625,5.6,7.84,10.24,13.6,0.05,0.07,0.1,0.13,97.01,0.24,3.85,2.58,2.42,2.56,2.17,68.98,2.06,50.61,2,1986,93.16,65.42,7.75,50.2,1955,4.04,0.33,27900,39800,56100,28200,191,250,305,114,326,25.6,16.2,13.5,9,4,0.94,78.16,56.66,87.62,93.38,1059.3,1.37,4.35,79737.8,9,13.46,50,74.8,124,185.51,259,387.48,1115,1668.09,2766,4138.05,209,312.67,NA,NA,661.25,NA,115,172.04,102,152.6,37000,55353.6,321.7,172,89.24,97.39,2.61,0,0,2.61,5,8,172.6,62.7,37,5329911,88.7,10
"1965","CorpusChristicity","TX",NA,NA,9,257453,2.88,4.8,76.14,0.93,50.38,15.48,28.43,13.25,9.22,257453,100,25773,79.1,1.08,31.82,22.88,8.87,14.11,29855,11755,12962,7802,12695,12815,7528,7562,50525,20,14.99,29.13,17.82,8.27,59.5,9.39,24.86,11.05,24.75,11.3,28.73,15.01,13.22,3.37,72.16,66.61,78.2,74.35,55.55,63.28,5773,2.76,13549,7.39,11.88,19.06,30.7,0.39,0.62,1,1.62,58.01,5.4,8.4,6.2,2.83,2.98,2.64,59.5,9.39,51.02,2,10737,89.28,56.59,7.5,39.87,1968,9.23,0.74,40100,56500,77300,37200,230,305,392,162,373,25.7,21.3,12.6,107,11,5.26,74.24,49.89,82.45,92.82,1841.2,1.86,6.27,76701,34,12.12,194,69.14,509,181.39,1488,530.28,4600,1639.32,18919,6742.22,1672,595.86,214,76.26,792.93,9053.65,367,130.79,333,118.67,2e+05,71274.6,545,130.8,100,53.95,4.09,41.14,0.82,46.05,23,9,139.2,139.8,202,21522684,90.74,10
"1973","Gainesvillecity","FL",NA,NA,9,84770,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,84770,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,31321,11549,13322,6267,11591,8622,6632,8256,19860,26.33,5.08,15.16,40.49,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,10.29,2.98,64.19,59.11,73.3,69.09,59.6,68.72,3666,8.01,6908,30.37,42.72,55.34,62.35,2.47,3.48,4.51,5.08,88.85,0.92,4.01,2.26,2.35,2.54,2.18,50.9,4.91,52.33,2,2684,92.24,47.1,5.55,33.01,1969,5.89,0.45,47800,63800,88800,41000,222,305,411,189,383,33.2,19.5,12.1,35,7,8.15,43.16,34,55.72,81.04,2347.4,2.7,8.33,134181.59,4,4.49,83,93.11,368,412.81,948,1063.42,2313,2594.62,6197,6951.52,784,879.46,24,26.92,1573.82,10452.52,192,215.38,162,181.72,64718,72597.8,337.1,215.4,86.15,77.73,11.37,0.47,0.95,12.8,16,7,75.3,36.1,212,11961756,84.38,10
"1974","Plantationcity","FL",NA,NA,9,66692,2.52,6.17,90.7,1.83,8.14,12.47,24.85,11.7,13.02,66692,100,41832,80.64,0.82,53.22,26,2.53,13.21,50382,21702,22402,15340,17358,15381,9891,14803,2339,3.54,3.84,12.34,31.73,3.91,66.72,9.19,24.38,4.97,37.33,8.24,27.15,12.08,10.27,2.97,80.7,79.43,91.84,76.66,59.08,68.12,590,1.28,9284,12.16,18.42,26.13,34.31,1.69,2.56,3.64,4.78,85.15,1.91,2.99,2.12,2.5,2.63,2.16,76.31,2.45,48.78,3,2910,90.1,72.6,0.24,24.54,1978,0.62,0.18,93300,130100,172900,79600,530,617,735,205,705,27.1,23.2,12.5,0,0,13.92,20.85,40.63,70.21,77.34,2959.4,0.87,8.33,117171.1,4,5.27,12,15.81,176,231.92,189,249.05,1011,1332.21,4689,6178.76,838,1104.24,12,15.81,502.05,8631.03,132,173.94,125,164.71,48367,63733.9,366.4,173.9,94.28,90,2.14,1.43,0.71,4.29,11,9,47.1,22.5,101,8891999,94.7,5
"1977","Riversidecity","CA",NA,NA,9,226505,3,7.39,70.79,5.22,25.97,16.44,31.46,16.09,8.01,226505,100,34801,82.5,0.66,35.13,19.83,8.89,15.42,40054,14235,16092,11890,12339,12045,7741,8373,26280,11.94,8.84,22.23,19.32,6.91,62.31,16.66,24.97,14.75,26.24,9.97,34.8,14.76,12.41,3.4,73,68.1,83.12,76.2,54.93,63.13,6242,3.98,35060,16.36,27.88,37.43,49.06,2.53,4.31,5.79,7.59,74.97,5.97,10.38,7.53,2.92,3.05,2.75,58.86,10.82,47.14,3,4777,94.05,56.27,2.43,18.88,1969,3.63,0.33,105200,134800,170300,65100,419,512,629,210,575,29.6,23.9,11.3,174,12,15.48,50.09,40.25,68.49,89.05,2814.4,1.58,2.1,344450.5,33,13.59,131,53.94,1287,529.94,2524,1039.29,4975,2048.51,9635,3967.32,3562,1466.69,338,139.18,1636.75,7621.71,954,392.82,623,256.53,69057,28435,72.4,392.8,94.12,75.58,7.97,14.47,1.47,23.27,20,9,146.8,80.5,378,83652896,65.3,5
"1985","WestNewYorktown","NJ",17,79610,9,38125,2.64,4,76.72,1.95,73.26,12.96,28.23,13.58,12.39,38125,100,26361,75.16,0.39,25.19,26.1,11.64,10.45,29342,12047,12367,12007,10126,17523,10040,10444,6238,16.4,31.16,50.1,12.38,8.59,61,31.7,12.43,30.22,15.84,10.2,36,16.03,13.27,3.19,64.55,58.76,74.34,58.5,53.68,61.13,1566,6.02,23028,12.55,20.16,27.83,41.66,7.58,12.18,16.81,25.16,18.47,31.34,7.1,4.96,2.64,2.72,2.62,23.32,14.99,79.82,2,1375,91.29,22.66,3.93,32.51,1946,7.31,1.25,127100,162000,199800,72700,272,394,575,303,439,25.4,26.3,15,0,2,60.4,23.33,56.82,81.55,83.21,36199.2,25.05,5,132745.5,1,2.72,3,8.16,112,304.79,93,253.08,599,1630.07,950,2585.25,364,990.56,29,78.92,568.75,5284.79,100,272.13,90,244.92,31908,86831.6,319.1,272.1,91.72,85,0,15,0,15,5,8,186.7,1.1,24,4878000,90,0
"1986","Fayettevillecity","NC",NA,NA,9,75695,2.55,38.28,57.57,1.52,3.15,15.71,31.36,16.45,9.94,75695,100,24354,79.41,0.62,29.59,22.54,10.45,18.36,29288,12825,16279,7899,7669,12408,10701,10485,13764,18.75,8.6,20.87,23.79,7.33,60.87,12.22,29.83,14.87,30.03,11.16,30.31,15.91,13.7,2.99,62.94,56.08,71.54,61.74,57.46,65.76,3701,6.52,2622,17.05,19.76,26.74,29.1,0.59,0.68,0.93,1.01,92.92,0.74,3.85,2.68,2.47,2.57,2.35,56.3,3.06,44.17,3,2073,93.46,54.17,4.63,32.71,1969,6.64,0.42,49400,67900,94900,45500,212,309,383,171,405,27.2,22.6,14,102,29,3.46,55.65,46.81,72.3,78.5,1799.7,1.22,1.82,112588.6,30,35.09,92,107.62,583,682,1081,1264.56,2071,2422.68,5685,6650.37,647,756.87,59,69.02,2089.28,9898.93,220,257.36,174,203.55,158000,184829.91,718.2,257.4,85.91,70.45,26.82,0,2.73,29.55,4,5,18.2,42.1,161,9624526,79.09,10
"1991","SiouxFallscity","SD",99,59020,9,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,99405,100,27123,81.64,2.15,44.67,23.84,4.79,12.73,34144,13574,13840,7414,4274,6405,4450,5754,8205,8.61,7.94,16.75,22.72,3,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,10.68,3.03,76.25,75.91,85.01,80.91,79.56,82.97,1239,1.7,1680,21.43,27.5,33.99,45.48,0.36,0.46,0.57,0.77,95.97,0.7,3.49,2.26,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,58.45,1.67,26.13,1965,3.4,0.23,46000,59000,78100,32100,256,336,407,151,380,24.7,20,12.6,107,18,1.69,65.17,47.84,76.45,85.5,2213.7,0.56,2.99,44959.8,2,1.81,103,93.31,44,39.86,326,295.33,735,665.85,3470,3143.54,195,176.65,29,26.27,430.31,4012.32,134,121.39,124,112.33,48521,43956.2,362.1,121.4,97.55,98.51,1.49,0,0,1.49,4,7,97.7,44.9,61,4962893,92.54,0
"1993","Chesapeakecity","VA",550,16000,9,151976,2.92,27.41,70.67,1.25,1.26,14.33,27.6,12.44,7.8,146527,96.41,35737,85.51,0.59,34.01,18.83,5.21,19.19,39093,13817,15256,10227,19359,10075,11951,12765,13329,8.97,7.95,22.89,16.9,4.23,67.88,14.72,21.81,12.16,26.44,9.42,26.28,12.24,10.87,3.22,76.7,71.01,82.69,76.22,65.15,73.04,4413,4.04,2652,10.52,15.5,21.23,27.07,0.18,0.27,0.37,0.47,96.17,0.41,5.02,4.03,2.87,2.93,2.71,74.48,2.78,30.99,3,3777,93.22,72.96,8.05,32.14,1975,4.18,0.44,68200,88200,117100,48900,299,399,489,190,494,26.7,23.9,13.1,5,0,1.75,58.1,48.07,67.38,86.38,430.6,1.03,4.6,44686,13,7.13,61,33.44,327,179.28,385,211.08,1612,883.8,4958,2718.28,490,268.65,95,52.08,430.93,3922.8,261,143.1,229,125.55,122309,67057.2,468.6,143.1,82.16,88.51,10.73,0.38,0.38,11.49,12,6,13.2,352.9,226,8150502,87.74,10
"2000","Charlestoncity","WV",NA,NA,10,57287,2.26,14.25,84.1,1.28,0.62,11.96,22.74,10.7,16.39,57287,100,23584,66.79,0.25,40.59,34.75,10.33,22.18,32972,16067,17433,7206,14252,27841,2213,12194,10560,18.77,9.19,22.75,28.6,7.34,53.1,8.32,29.09,7.56,36.31,11.93,28.88,15.13,13.72,2.88,63.92,61.37,68.47,68.53,51.36,62.34,2249,4.78,1021,11.07,17.14,22.14,24.49,0.2,0.31,0.39,0.44,95.75,0.41,2.69,1.64,2.21,2.39,1.98,60.01,1.07,50.44,2,2805,90.02,55.46,3.21,48.81,1951,8.29,0.4,43400,66100,96700,53300,166,261,355,189,329,24.7,15.9,11.4,156,14,1.78,77.11,56.53,84.22,90.86,1876.5,5.26,10.13,96078.6,16,28.47,51,90.74,290,515.98,412,733.04,1293,2300.55,4228,7522.6,454,807.77,84,149.46,1368.23,10780.37,158,281.12,128,227.74,1e+05,177923.3,632.9,281.1,95.49,88.61,11.39,0,0,11.39,16,5,178.7,30.5,102,5400000,81.01,0
"2015","Portsmouthcity","VA",740,64000,10,103907,2.68,47.33,51.21,0.8,1.31,13.98,28.08,13.58,12.82,103907,100,24601,76.39,0.29,25.79,26.67,10.41,22.15,28517,11158,14147,7935,10528,10842,8516,8903,17920,17.74,12.62,33.36,11.62,7.33,57.5,18.46,23.52,15.94,20.93,12.47,31.11,16.3,14.52,3.13,59.44,50.46,68.38,59.14,59.2,67.3,6631,7.93,1388,8.21,16.71,25.5,35.37,0.11,0.22,0.34,0.47,96.02,0.65,5.65,4.04,2.62,2.64,2.59,56.28,4.27,50.04,2,3542,91.62,55.87,7.65,39.16,1958,9.86,0.47,53800,67400,86400,32600,235,327,399,164,416,28.3,22.9,13.6,3,16,1.34,65.45,53.77,78.73,89.2,3026.2,3.49,6.76,100841.5,33,31.58,56,53.59,746,713.84,532,509.07,1720,1645.85,5008,4792.12,1252,1198.03,127,121.53,1308.07,7757.52,207,198.08,167,159.8,150000,143533.8,724.6,198.1,66.5,84.54,14.01,0.48,0.97,15.46,14,5,99,34.3,181,10538438,80.68,0
"2019","Montgomerycity","AL",NA,NA,10,187106,2.67,42.34,56.53,0.73,0.8,15.6,28.57,14.27,10.53,187106,100,26311,78.37,0.67,33.75,25.73,8.47,16.02,31959,12755,17144,7035,11775,7019,5909,11360,32778,18.08,8.69,24.25,24.61,7,61.38,10.31,25.84,12.49,28.55,11.02,31.3,15.21,13.32,3.2,63.65,57.12,70.79,63.2,68.14,73.16,11465,7.93,2827,12.38,22.46,29.71,37.42,0.19,0.34,0.45,0.57,96.32,0.51,6.24,4.31,2.59,2.68,2.47,62.01,4.57,40.37,3,6668,91.3,60.08,7.84,31.51,1967,5.46,0.43,44100,62200,87900,43800,184,294,381,197,381,24.8,19.6,12.8,109,5,1.51,72.25,49.5,79.33,87.25,1338,1.54,3.5,23852.3,39,19.79,87,44.15,562,285.21,1007,511.05,3558,1805.67,5843,2965.3,1214,616.1,70,35.52,860.21,5422.59,143,72.57,82,41.61,26711,13555.7,186.8,72.6,92.69,50.35,49.65,0,0,49.65,5,4,28,139.8,53,4700000,57.34,0
"2031","Salinascity","CA",NA,NA,10,108777,3.26,3.01,54.55,8.08,50.64,15.71,31.46,15.23,7.53,108777,100,31271,82.22,0.98,29.49,20.87,11.66,15.22,33121,11351,14318,11375,11467,12656,6149,6829,16652,15.58,23.31,37.7,13.02,10.81,61.85,10.03,17.8,14.34,17.77,9.28,32.84,14.91,12.12,3.67,71.15,66.11,77.12,73.85,62.22,67.53,4009,4.96,28740,13.08,24.21,35.89,44.78,3.45,6.4,9.48,11.83,52.85,16.42,15.8,11.97,3.21,3.12,3.28,44.98,22.21,58.77,2,1217,96.48,46.25,0.99,14.05,1970,3.97,0.73,132400,161500,194000,61600,434,528,647,213,580,28.3,24.4,11.2,68,86,26.42,49.63,41.54,79.66,89.25,5637.3,2.28,8.33,84566.5,15,12.46,50,41.52,560,465.05,844,700.9,1327,1102.01,4844,4022.72,784,651.08,63,52.32,1219.94,5828.13,132,109.62,127,105.47,91271,75796.4,691.4,109.6,73.48,81.06,2.27,11.36,5.3,18.94,11,13,123.8,19.3,56,10183160,96.21,5
"2035","Saginawcity","MI",145,70520,10,69512,2.66,40.35,52.26,0.43,10.51,15.95,28.5,13.87,10.71,69512,100,17736,63.65,0.16,26.71,28.02,25.53,18.68,21900,8944,11361,6385,6774,3566,5942,6103,21647,31.72,10.42,31.43,9.25,17.82,45.72,20.65,25.89,20.12,17.49,13.01,37.23,17.02,15.25,3.21,45.11,40.94,46.83,51.51,55.12,60.74,7494,12.28,1233,13.54,17.6,22.14,27.9,0.24,0.31,0.39,0.49,92.48,0.62,7.11,4.87,2.61,2.69,2.51,59.24,4.17,47.02,3,1807,93.54,57.55,13.12,46.93,1944,9.02,0.82,22500,32800,44500,22000,208,267,323,115,343,35.1,17,14.8,38,1,1.77,74.5,58.48,89.99,94.47,3846.4,1.63,9.84,116353.4,22,30.99,NA,NA,479,674.65,1586,2233.8,1817,2559.15,3307,4657.75,245,345.07,131,184.51,NA,7746.48,122,171.83,117,164.79,123655,174162,1013.6,171.8,82.59,68.85,24.59,5.74,0,30.33,12,8,78.7,18.1,58,8261088,95.9,0
"2036","Vallejocity","CA",NA,NA,10,109199,2.92,21.15,50.46,22.95,10.78,14.35,27.49,13.44,9.96,109199,100,36605,79.57,0.56,34.19,22.23,10.85,22.12,41183,14271,16380,12108,11478,12510,10440,10988,9007,8.48,6.8,19.04,19.2,6.55,62.7,13.74,22.94,11.76,23.56,10.68,31.28,14.29,12.51,3.33,72.02,67.59,79.37,73.37,63.04,70.66,2818,3.48,19770,12.34,20.29,31.66,40.52,2.23,3.67,5.73,7.34,75.03,2.48,9.13,6.77,2.85,2.95,2.68,64.16,9.25,47.35,3,2519,93.69,61.88,2.02,26.36,1965,3.05,0.22,105900,140600,186200,80300,383,511,629,246,578,28,25.5,12.1,47,9,18.1,46.72,43.03,65.04,86.92,3488.3,3.7,11.45,106933.7,10,8.93,65,58.01,599,534.61,949,846.99,1802,1608.3,4703,4197.46,1150,1026.38,80,71.4,1448.54,6903.54,131,116.92,123,109.78,84389,75317.7,644.2,116.9,82.53,67.18,15.27,10.69,6.11,31.3,15,6,294.8,31.3,73,11981274,93.89,5
